ProductId,BFUrl,Competitor1Url,Competitor1Variation,Comptetitor2Url,Competitor2Variation,Competitor1ExtractedPrice,Competitor2ExtractedPrice,BFExtractedPrice
ESTG180,https://bingleyfencing.co.uk/products/slatted-garden-gate-bradford?_pos=1&_sid=fe8732199&_ss=r,https://www.estatesawmills.com/product/gates/timber-garden-gates/kdm-gates/elite-slatted-gate-estg180/,European Gates,,,ERROR: Length cannot be less than zero. (Parameter 'length'),,58.26
SHG180,https://bingleyfencing.co.uk/products/square-horizontal-euro-gate,https://www.estatesawmills.com/product/square-horizontal-gate-shg180/,0.9m x 1.8m,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/gates/square-horizontal-gate-1-8m-h-x-9m-w/,,ERROR: Length cannot be less than zero. (Parameter 'length'),50.67,54.59
AHG180,https://bingleyfencing.co.uk/products/garden-gates-bradford?_pos=1&_sid=26a9d9f08&_ss=r,https://www.estatesawmills.com/product/arched-horizontal-gate-ahg180/,0.9m x 1.8m,,,ERROR: Length cannot be less than zero. (Parameter 'length'),,61.08
ALTG180,https://bingleyfencing.co.uk/products/custom-garden-gates-bradford?_pos=1&_sid=96ffa151b&_ss=r,https://www.estatesawmills.com/product/arched-horizontal-gate-with-trellis-altg180/,0.9m x 1.8m,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/gates/omega-latice-top-gate-1-8m-h-x-9m-w/,,ERROR: Length cannot be less than zero. (Parameter 'length'),67.06,70.56
VAG180,https://bingleyfencing.co.uk/products/v-arched-euro-gate?_pos=1&_sid=3b58f2551&_ss=r,https://www.estatesawmills.com/product/arched-v-gate-vag180/,0.9m x 1.8m,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/gates/v-panel-arched-gate-1-8m-h-x-9m-w/,,ERROR: Length cannot be less than zero. (Parameter 'length'),59,72.99
AH180,https://bingleyfencing.co.uk/products/fence-panels-bradford,https://www.estatesawmills.com/product/kdm-arched-lattice-top-panel/,1.8m x 1.8m,,,ERROR: Length cannot be less than zero. (Parameter 'length'),,62
HLT180,https://bingleyfencing.co.uk/products/horizontal-lattice-european-fence-panel?variant=40901317558458,https://www.estatesawmills.com/product/horizontal-with-trellis-hlt180-150-120/,1.8m x 1.8m,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/panels-gates/horizontal-lattice-top-fence-panel/,1.8 METER (6FT),56.42,VARIANT NOT FOUND,63.81
HLT150,https://bingleyfencing.co.uk/products/horizontal-lattice-european-fence-panel?variant=40901317525690,https://www.estatesawmills.com/product/horizontal-with-trellis-hlt180-150-120/,1.8m x 1.5m,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/panels-gates/horizontal-lattice-top-fence-panel/,1.5 METER (5FT),50.32,VARIANT NOT FOUND,57.9
HLT120,https://bingleyfencing.co.uk/products/horizontal-lattice-european-fence-panel?variant=40901317492922,https://www.estatesawmills.com/product/horizontal-with-trellis-hlt180-150-120/,1.8m x 1.2m,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/panels-gates/horizontal-lattice-top-fence-panel/,1.2 METER (4FT),43.08,VARIANT NOT FOUND,48.72
VA180,https://bingleyfencing.co.uk/products/v-arched-solid-european-fence-panel?variant=40901304942778,https://www.estatesawmills.com/product/fencing/european-fencing-panels/fence-v-panels/fence-v-panel-arched-va180-150-120-90/,,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/panels-gates/v-panel-arched-fence-panel/,1.8 METER (6FT),ERROR: Length cannot be less than zero. (Parameter 'length'),VARIANT NOT FOUND,72.93
SH180,https://bingleyfencing.co.uk/products/square-horizontal-european-fence-panel?variant=40951529898170,https://www.estatesawmills.com/product/square-horizontal-sh180-150-120-90/,1.8m x 1.5m,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/panels-gates/square-horizontal-fence-panel/,1.8 METER (6FT),46.28,VARIANT NOT FOUND,58.8
SH150,https://bingleyfencing.co.uk/products/square-horizontal-european-fence-panel?variant=40951529865402,https://www.estatesawmills.com/product/square-horizontal-sh180-150-120-90/,1.8m x 0.9m,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/panels-gates/square-horizontal-fence-panel/,1.5 METER (5FT),32.82,VARIANT NOT FOUND,52.9
DSP180,https://bingleyfencing.co.uk/products/custom-fence-panels-bradford?variant=40951578951866,https://www.estatesawmills.com/product/fencing/european-fencing-panels/double-sided-paling-panels/double-sided-paling-dsp180-150-120-90/,1.8m x 1.8m,,,ERROR: Length cannot be less than zero. (Parameter 'length'),,52.48
DSP120,https://bingleyfencing.co.uk/products/custom-fence-panels-bradford?variant=40951578886330,https://www.estatesawmills.com/product/fencing/european-fencing-panels/double-sided-paling-panels/double-sided-paling-dsp180-150-120-90/,1.8m x 1.2m,,,ERROR: Length cannot be less than zero. (Parameter 'length'),,39.7
TGLT180,https://bingleyfencing.co.uk/products/tongue-groove-european-fence-panels-lattice-top?variant=40901301633210,https://www.estatesawmills.com/product/kdm-tongue-groove-lattice-top-panel/,1.8m x 1.8m,,,97.2,,111.09
TGLT120,https://bingleyfencing.co.uk/products/tongue-groove-european-fence-panels-lattice-top?variant=40901301567674,https://www.estatesawmills.com/product/kdm-tongue-groove-lattice-top-panel/,1.8m x 1.2m,,,ERROR: Length cannot be less than zero. (Parameter 'length'),,74.56
B120,https://bingleyfencing.co.uk/products/wooden-garden-bench-various-sizes?variant=40941340033210,https://www.estatesawmills.com/product/landscaping/garden-benches/traditional-garden-bench-b120-b150-b180/,1.2m (B120),,,197.99,,211.18
B150,https://bingleyfencing.co.uk/products/wooden-garden-bench-various-sizes?variant=40941340065978,https://www.estatesawmills.com/product/landscaping/garden-benches/traditional-garden-bench-b120-b150-b180/,1.8m (B180),,,249.49,,230.05
B180,https://bingleyfencing.co.uk/products/wooden-garden-bench-various-sizes?variant=40941340098746,https://www.estatesawmills.com/product/landscaping/garden-benches/traditional-garden-bench-b120-b150-b180/,1.8m (B180),,,249.49,,266.16
PB180,https://bingleyfencing.co.uk/products/premium-a-frame-table-150cm-x-180cm,https://www.estatesawmills.com/product/picnic-bench-pb180-140/,1.8m (PB180),,,215.99,,267.04
PB140,https://bingleyfencing.co.uk/products/a-frame-table-pb140,https://www.estatesawmills.com/product/picnic-bench-pb180-140/,1.4m (PB140),,,190.99,,210.28
OTA1,https://bingleyfencing.co.uk/products/omega-top-arch,https://www.estatesawmills.com/product/omega-arch-ota1/,1.8m x 1.2m,,,VARIANT NOT FOUND,,136.29
PC1,https://bingleyfencing.co.uk/products/post-cap?variant=41197281640634,https://www.estatesawmills.com/product/standard-post-caps/,Caps For 75mm x 75mm Posts,https://www.manninghamconcrete.co.uk/birkdale-post-caps-for-3-posts-r8-96x96x23mm-green-treated/,,1.06,1.17,1
PC2,https://bingleyfencing.co.uk/products/post-cap?variant=41197281673402,https://www.estatesawmills.com/product/standard-post-caps/,Caps For 100mm x 75mm Posts,,,1.06,,1.08
PC3,https://bingleyfencing.co.uk/products/post-cap?variant=41197281706170,https://www.estatesawmills.com/product/standard-post-caps/,Caps For 100mm x100mm Posts,https://www.manninghamconcrete.co.uk/birkdale-post-caps-for-4-posts-r9-120x120x26mm-green-treated/,,1.41,1.63,1.25
9ft Intermidiate & End,https://bingleyfencing.co.uk/products/concrete-fence-posts-end-intermediate-posts,https://www.estatesawmills.com/product/concrete-slotted-intermediate/,2.7m,https://www.manninghamconcrete.co.uk/fencing-decking/posts-aggregates/concrete-posts/9-concrete-intermediate-post/,,23.49,19.78,25.12
6ft Intermidiate & End,https://bingleyfencing.co.uk/products/concrete-fence-posts-end-intermediate-posts?variant=41196816629946,https://www.estatesawmills.com/product/concrete-slotted-intermediate/,1.8m,https://www.manninghamconcrete.co.uk/fencing-decking/posts-aggregates/concrete-posts/6-9-concrete-intermediate-post/,,14.99,14.7,15.68
9ft Corner & 3Way,https://bingleyfencing.co.uk/products/concrete-fence-posts-corner-posts-3-way,https://www.estatesawmills.com/product/concrete-slotted-3-way-corner/,2.7m,https://www.manninghamconcrete.co.uk/fencing-decking/posts-aggregates/concrete-posts/8-9-concrete-3-way-post/,,34.49,31.93,36.48
6ft Corner & 3Way,https://bingleyfencing.co.uk/products/concrete-fence-posts-corner-posts-3-way?variant=41197007044794,https://www.estatesawmills.com/product/concrete-slotted-3-way-corner/,1.8m,https://www.manninghamconcrete.co.uk/fencing-decking/posts-aggregates/concrete-posts/5-9-concrete-3-way-post/,,21.75,19.81,23.2
"""12"""" Brick Faced""",https://bingleyfencing.co.uk/products/gravel-boards-smooth-brick-faced?variant=41197062553786,https://www.estatesawmills.com/product/concrete-rock-face-gravel-boards/,1.829m x 0.3m,,,13.99,,14.72
"""6"""" Brick Faced""",https://bingleyfencing.co.uk/products/gravel-boards-smooth-brick-faced?variant=41197101940922,https://www.estatesawmills.com/product/concrete-rock-face-gravel-boards/,1.829m x 0.15m,,,9.99,,10.56
E/B Yellow sand 20KG,https://bingleyfencing.co.uk/products/yellow-sand?_pos=1&_sid=bef5123d6&_ss=r,https://www.estatesawmills.com/product/building-sand/,,,,2.85,,2.62
E/B Mixed ballast 20kg,https://bingleyfencing.co.uk/products/mixed-ballast?_pos=3&_sid=bef5123d6&_ss=r,https://www.estatesawmills.com/product/mixed-ballast/,,https://www.manninghamconcrete.co.uk/building-supplies/aggregates/sand/ballast/,25KG,2.55,VARIANT NOT FOUND,2.62
Postmix dry mix 25KG,https://bingleyfencing.co.uk/products/post-mix?_pos=1&_sid=371ae7b44&_ss=r,https://www.estatesawmills.com/product/post-concrete-remix-post-mix/,,https://www.manninghamconcrete.co.uk/fencing-decking/posts-aggregates/hanson-fastset-post-mix-polybag-20kg/,,3.9,5.5,5.42
Cement 25KG,https://bingleyfencing.co.uk/products/cement-25kg-bag?_pos=1&_sid=a545ac87d&_ss=r,https://www.estatesawmills.com/product/mannok-cement/,,https://www.manninghamconcrete.co.uk/building-supplies/aggregates/cement/plastic-bagged-25kg-cement-multi-cem/,,8.99,7.07,9.89
pal fe ss 2 6 x 2,https://bingleyfencing.co.uk/products/paling-fence-bradford?variant=40982527705274,https://www.estatesawmills.com/product/straight-top-paling-50mm-gaps/,6 x 2,,,16,,16.5
pal fe ss 2 6 x 6,https://bingleyfencing.co.uk/products/paling-fence-bradford?variant=40982527967418,https://www.estatesawmills.com/product/straight-top-paling-50mm-gaps/,6 x 6,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/panels-gates/50mm-single-side-straight-top-paling-panel/,1.8 METER (6FT),29,VARIANT NOT FOUND,29
pal fe ds2 6 x 2,https://bingleyfencing.co.uk/products/paling-fence-panels-bingley?variant=40982549233850,,,,,,,24.5
pal fe ds2 6 x 6,https://bingleyfencing.co.uk/products/paling-fence-panels-bingley?variant=40982549495994,,,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/panels-gates/50mm-double-side-straight-top-paling-panel/,1.8 METER (6FT),,VARIANT NOT FOUND,44
PAL FE SS 1 6 x 2,https://bingleyfencing.co.uk/products/paling-fence-panels-single-sided?variant=40982418849978,https://www.estatesawmills.com/product/straight-top-paling-25mm-gaps/,6 x 2,,,17,,20
PAL FEN SS 1 6 x 6,https://bingleyfencing.co.uk/products/paling-fence-panels-single-sided?variant=40982419112122,https://www.estatesawmills.com/product/straight-top-paling-25mm-gaps/,6 x 6,https://www.manninghamconcrete.co.uk/fencing-decking/fencing/panels-gates/25mm-single-side-flat-top-paling-panel/,1.8 METER (6FT),30.99,VARIANT NOT FOUND,32
SQTREL 6 x 2,https://bingleyfencing.co.uk/products/square-trellis-panel?variant=40982911910074,https://www.estatesawmills.com/product/standard-trellis-straight-top/,6 x 2,https://www.manninghamconcrete.co.uk/pressure-treated-green-flat-trellis/,0.6 METER (2FT),10.09,VARIANT NOT FOUND,15
SQTREL6 x 6,https://bingleyfencing.co.uk/products/square-trellis-panel?variant=40982940221626,https://www.estatesawmills.com/product/standard-trellis-straight-top/,6 x 6,https://www.manninghamconcrete.co.uk/pressure-treated-green-flat-trellis/,1.8 METER (6FT),21.99,VARIANT NOT FOUND,29
CHQ Trellis 6 x 2,https://bingleyfencing.co.uk/products/chequerboard-trellis-panel-square?variant=40982888054970,https://www.estatesawmills.com/product/straight-top-trellis-50mm-gaps/,6 x 2,,,14.49,,24
CHQ Trellis 6 x 6,https://bingleyfencing.co.uk/products/chequerboard-trellis-panel-square?variant=41205098348730,https://www.estatesawmills.com/product/straight-top-trellis-50mm-gaps/,6 x 6,,,33.99,,49
